Tweets	partition	Topics
cdc infection prevention amp control recommendation hospitalized patient middle east respiratory syndrome	test	6
thank amazing staff palmilla one amp helping u evacuate sunday ahead praying family	train	4
rt florida state expert available comment nepal earthquake magnitude earthquake hit nepal ab	train	11
napa earthquake effect sleep	train	1
pakistani news energy gas oil exhibition rescheduled due flood	dev	7
rt muertos aumentan seis levantan alerta de tsunami tras terremoto en chile santiago de chile abr efe http	train	2
rt list p	train	8
cleric say cure patient infected virus using herbal treatment	train	6
saint hataitai opportunity give vanuatu	train	10
back dropped met	train	5
path hurricane odile destruction seen instagram hurricane odile c	train	4
rt one strongest quake measured since	train	3
rt death toll rise pacific cyclone	train	10
rt pm called thanked helping british people amp agreed work together	train	10
rt free virus transmission	test	9
rt peace killed people destroyed life decade better war might provide resolution	test	0
rt magnitude km nw saumlaki indonesia	train	0
rt proud sponsoring safety awareness	train	0
rt currently available vaccine specific treatment recommended	dev	6
flood news india even manage anything oh god	dev	5
rt want truly help nepal rush solid post best support nepal	train	11
rt content island vanuatu need	train	10
rt proud moment u grand rescue rehabilitation effort nepal	dev	11
help animal baja donate los cabos humane society	train	4
gobierno de chile confirma cinco muertos causa del terremoto santiago de chile chile e	train	2
rt philippine resident watching typhoon coming way	train	8
hurricane odile hit cabo dead good article cabo lot picture people like crazy changing	dev	4
rt ya que los militares estan resguardando los intereses de los supermercados minimo una ayuda los ma damnificados	train	2
rt deputy presidential spokesperson suspension work government office tom december stay safe every	train	8
rt news risk management upgrade flood forecasting system	train	7
second case mers virus found florida cdc say center disease control belief case lik	test	6
rt red cross worker described devastation apocalyptic	train	10
devastation death vanuatu cyclone via	train	10
rt people lost loved one loose hope stay strong god never leave	train	3
rt ayudar los trabajadores pueblo de nuestro pais que son los ma afectados	dev	2
rt symptom please rt help keep people know	train	9
rt anc pagasa press conference	train	8
heart ache nepal mind quick morning sent money could	train	11
rt many dead nepal india flood least people reported killed	train	5
good example spatial industry helping shape better future	train	11
nigeria war ebola disease editorial afrika	train	9
rt update december	train	8
rt pagasa pm orange rainfall warning eastern visayas expect flood low lying area landslide mountainous area	test	8
guy say jim looking pam gt chessey get every time	train	10
support conservation treatment injured koala one koala hospital	train	9
rt un say affected mill people via	test	11
pakistan flood valuable life lost damage property elected representative busy elsewhere well done	train	7
worst pacific history cyclone pam rip vanuatu	train	10
miss suva city council mention sponsor vodafone	train	5
leave u alone	dev	0
clean begin powerful california earthquake	dev	1
rt seven ndrf team standby short notice airlifting rescue relief exemplary work nd	dev	11
rt heart still reeling flood love	train	7
rt webcam photo damage hurricane odile resort cabo san lucas	dev	4
rt child family urgently need help thanks helping spread word	train	10
rt many dead nepal india flood least people reported b	test	5
rt compare infectious disease term contagiousness deadliness	train	9
second shake chile	dev	3
saudi arabia find another mers case disease spread please pray middle east	train	6
super typhoon threatens philippine	train	8
question ask gt	train	9
rt kermadec island new zealand	train	0
rt crowdsourcing another word african proverb take village took village launch	train	8
damage odile los cabos mexico airport also heavily damaged leaving thousand stranded	train	4
rt amazing moonlit view directly typhoon	train	8
video asi fue el terremoto que azoto la playas de chile los ciudadanos chilenos vladimir alvarado lopez	dev	2
rt mi oraciones con ustedes hagan caso la advertencias alejarse de la costa	train	2
day question god asking choose take father away would still	dev	9
rt ayuda con articulos de higiene cuidado personal en manuel de salas pza fono	train	2
rt tropical storm ruby expected exit ph area responsibility wednesday evening	train	8
powerful aftershock jar katmandu nepal quake toll rise magnitude aftershock rumbled katmandu sent	train	11
cdc man traveled chicago ind st case mers center disease	train	6
florida show symptom deadly middle eastern virus	train	6
rt flood situation assam grim toll rise	train	5
rt still evaluating potential threat	train	3
want anything pls stop	train	8
rt dead mexico storm	train	0
doh regional office assist counterpart region expected hit via govph	train	8
rt breaking violent typhoon weakened cat hurricane keep praying philippine	dev	8
rt solo en este pais hay un terremoto hay muertos bien por chile	dev	2
disease considered known used weapon include anthrax ebola source	train	9
flood warning india pakistan	train	7
chile cancelaron el alerta de tsunami la autoridades piden un regreso casa ordenado hay muertos mil evacuados por el sismo	train	2
rt nepal hospital swamped quake toll pass thousand injured http	test	11
rt today ebola outbreak jigawa strengthen disease surveillance system	train	9
people effectively minimize risk contracting fairly new disease cdc	train	6
rt en la coca cola de sector zofri hay voluntarios vendiendo bidones de agua por favor rt	train	2
death disruption north eastern india flood kill people maroon four lakh people uttar pradesh	dev	5
loss california quake could top billion new york time new york timeslosses california quake	train	1
google mers symptom patient working riyad saudi arabia traveling plane bus back indiana	train	6
rt donate nepal india seed ngo providing humanitarian assistance earthquake victim	test	11
san francisco bay area napa earthquake dyke like last night normal dildo momentarily turned battery needed vibrator	train	1
rt picture recent flood kashmir	train	7
uganda isolates passenger ebola like symptom awaiting test result first case tested east africa	train	9
looking forward good old brass pig amp pam pam night	train	10
class upc ming typh mixed em tions	train	8
displaced killed eastern india flood enca dawn com di	train	5
rt contribute food water medicine shelter sanitation basic relief material needed ht	train	11
rt ayuda se perdio le robaron la perrita mi vecina esta enferma toma do medicamentos diarios rt porfa h	train	2
ori e te atole owshi cc cc tweep think symptom ebola	test	9
hard cope earthquake esp know aftershock go day even month	test	3
use code surfchck save ordering fleurop com	test	3
km nnw otra banda dominican republic thursday september utcthursd	train	0
breaking news dead hospitalised high salt consumption ebola prevention via	test	9
rt compare infectious disease graphic	train	9
rt official say least people died following death attributed heart attack	train	3
san diego fiance pleads hurricane odile aid	train	4
rt mt people need shelter people access clean water	train	10
